Business Name,Contact / First & Last Name,Phone,Email,Address,City,State / Province,Notes,Birthday,Industry
Panjab Mobile Detailing,,+1-323-744-1113,,,Santa Monica,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/panjabmobiledetailing?igsh=NTc4MTIwNjQ2YQ%3D%3D&utm_source=qr,,Car Detailers
Superior Mobile Detail,,+1-747-494-7741,,,Simi Valley,CA,P1 | Class A | only a Facebook/booking/directory page | https://superiormobiledetail.square.site/,,Car Detailers
Jr Mobile Detailing,,+1-562-358-9455,,,South Gate,CA,P1 | Class A | only a Facebook/booking/directory page | https://instagram.com/j_rsmobiledetailing?igshid=MjEwN2IyYWYwYw==,,Car Detailers
Mr. Drips Mobile Detailing,,+1-323-677-3775,,,South Gate,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/mr.drips_mobile_detailing?igsh=NTc4MTIwNjQ2YQ%3D%3D&utm_source=qr,,Car Detailers
Onthespotdetailing,,+1-323-330-3538,,"163w75th st, Los Angeles, CA 90003, United States",South Gate,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/onthe.spotdetailing/,,Car Detailers
Rez Detailing,,+1-323-834-3517,,"1241 E 60th St, Los Angeles, CA 90001, United States",South Gate,CA,P1 | Class A | only a Facebook/booking/directory page | http://rezdetailing.booksy.com/,,Car Detailers
Total Precision Mobile Detailing,,+1-714-683-6089,,,South Gate,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/totalprecisionmobiledetailing?igsh=MzRlODBiNWFlZA==,,Car Detailers
Darren Details Mobile Auto Spa,,+1-424-571-3420,,,Torrance,CA,P1 | Class A | only a Facebook/booking/directory page | https://darrendetails.square.site/,,Car Detailers
Detailing on Wheels,,+1-310-401-0846,,"3806 W 176th St, Torrance, CA 90504, United States",Torrance,CA,P1 | Class A | only a Facebook/booking/directory page | https://detailing-on-wheels.square.site/,,Car Detailers
Pacific Auto Cleaning,,+1-310-376-3965,,"1449 Aviation Blvd, Redondo Beach, CA 90278, United States",Torrance,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.facebook.com/pages/Pacific-Auto-Cleaning/166370510056400,,Car Detailers
sb.autoshine,,+1-310-803-3001,,"25122 Oak St, Lomita, CA 90717, United States",Torrance,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/sb.autoshine?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,,Car Detailers
BIG FREDS MOBILE DETAIL,,+1-714-676-6278,,,Victorville,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/big_freds_mobile_detail?igsh=NGVhN2U2NjQ0Yg==,,Car Detailers
Royal Auto Detailing,,+1-626-591-7598,,,West Covina,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/royaldetailin?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,,Car Detailers
Steven's Auto Detailing,,+1-626-558-0328,,,West Covina,CA,P1 | Class A | only a Facebook/booking/directory page | https://linktr.ee/stevensautodetailing?fbclid=PAZXh0bgNhZW0CMTEAAacjzwzDyBJG4uYePBegMEO--IqBnifDFbfG67siiC_ArG4ovsoUJ7dt2dQf_A_aem_r4fFBfjqQWRPu9OuQGrDsA,,Car Detailers
Opulence Detailing,,+1-626-224-6290,,"Whittier Blvd, Whittier, CA 90606, United States",Whittier,CA,P1 | Class A | only a Facebook/booking/directory page | https://opulence-detail.square.site/,,Car Detailers
RetroRinses,,+1-323-879-1935,,"12107 Howard St, Whittier, CA 90601, United States",Whittier,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/retrorinses?igsh=NTc4MTIwNjQ2YQ%3D%3D&utm_source=qr,,Car Detailers
Crystal Clear Mobile Auto & Fleet Detailing,,+1-562-686-5628,,"10 W Bay State St #605, Alhambra, CA 91802, United States",Alhambra,CA,P2 | Class A | no website found on Google,,Car Detailers
Detail Alley,,+1-323-432-0607,,"2100 W Valley Blvd, Alhambra, CA 91803, United States",Alhambra,CA,P2 | Class A | no website found on Google,,Car Detailers
Forte Detail,,+1-626-949-7199,,"560 W Main St, Alhambra, CA 91801, United States",Alhambra,CA,P2 | Class A | no website found on Google,,Car Detailers
Garvey Auto Salon,,+1-626-571-7015,,"3017 Muscatel Ave, Rosemead, CA 91770, United States",Alhambra,CA,P2 | Class A | no website found on Google,,Car Detailers
Jay D's Auto Detailing,,+1-323-312-8423,,,Alhambra,CA,P2 | Class A | no website found on Google,,Car Detailers
Johnny detailing & car wash,,+1-323-899-3061,,,Alhambra,CA,P2 | Class A | no website found on Google,,Car Detailers
