Business Name,Contact / First & Last Name,Phone,Email,Address,City,State / Province,Notes,Birthday,Industry
Flores Hand Car Wash,,+1-323-299-1930,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Flow Wash 100%Hand Car Wash,,+1-323-880-8303,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
M&J 100% Hand Car Wash,,+1-323-273-3232,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Magic Car Wash,,+1-323-758-5198,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Mr Kleen MOBILE Details,,+1-323-229-9897,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
On point mobile detailing LLC,,+1-310-696-3240,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Personal Touch Car Wash,,+1-323-751-1056,,,Inglewood,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.facebook.com/PTHandCarWash?mibextid=kFxxJD,,Car Washes
S.s & jr mobile car wash,,+1-310-808-5920,,,Inglewood,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.facebook.com/mobilecarwash.e3,,Car Washes
Shine n Brite,,+1-310-330-9091,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Victor's Carwash,,+1-310-654-7670,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Ajsdetails,,+1-562-794-6436,,,Lakewood,CA,P2 | Class A | no website found on Google,,Car Washes
Excellent Car Wash,,+1-310-933-8888,,,Lakewood,CA,P2 | Class A | no website found on Google,,Car Washes
KnightOwls Mobile Detailing,,+1-562-719-4745,,,Lakewood,CA,P2 | Class A | no website found on Google,,Car Washes
Modern's Coin-Op Car Wash,,+1-562-470-6700,,,Lakewood,CA,P2 | Class A | no website found on Google,,Car Washes
Pioneer Car Wash,,+1-562-868-2300,,,Lakewood,CA,P2 | Class A | no website found on Google,,Car Washes
West Coast Mobile Detailing,,+1-562-972-8979,,,Lakewood,CA,P2 | Class A | no website found on Google,,Car Washes
661 Mobile Pros,,+1-661-492-4434,,,Lancaster,CA,P2 | Class A | no website found on Google,,Car Washes
Alamillo mobile detailing,,+1-661-471-5942,,,Lancaster,CA,P2 | Class A | no website found on Google,,Car Washes
Carlitos Detail,,+1-661-992-4231,,,Lancaster,CA,P2 | Class A | no website found on Google,,Car Washes
De Leon's mobile carwash & detailing,,+1-323-385-6229,,,Lancaster,CA,P2 | Class A | no website found on Google,,Car Washes
