Business Name,Contact / First & Last Name,Phone,Email,Address,City,State / Province,Notes,Birthday,Industry
Cabralsdetailing,,+1-626-457-1741,,,Alhambra,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/cabralsdetailing?igsh=NTc4MTIwNjQ2YQ==,,Car Detailers
8.28 auto detailing,,+1-909-496-1997,,,Baldwin Park,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/8.28autodetailing,,Car Detailers
On Auto Detailing,,+1-626-392-2439,,,Baldwin Park,CA,P1 | Class A | only a Facebook/booking/directory page | https://on-auto-detailing.square.site/,,Car Detailers
T-Macks Auto Detailing,,+1-626-328-9063,,,Baldwin Park,CA,P1 | Class A | only a Facebook/booking/directory page | http://instagram.com/t_macks_auto_detailing,,Car Detailers
ACDC SoCal,,+1-909-631-7384,,"2851 Bedford Ln, Chino Hills, CA 91709, United States",Chino,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/luckysdetailco?igsh=ODlyeXZwMzQ4dmg4&utm_source=qr,,Car Detailers
Bm Detail,,+1-909-267-4462,,,Chino,CA,P1 | Class A | only a Facebook/booking/directory page | https://instagram.com/bmdetail._?igshid=NmZiMzY2Mjc=,,Car Detailers
Jack's Car Detail,,+1-831-710-7008,,,Chino,CA,P1 | Class A | only a Facebook/booking/directory page | https://book.squareup.com/appointments/5ezn3nc43j13kw/location/L3TXB71Y0NXPM/services,,Car Detailers
Lil Rays Detailing,,+1-626-774-4860,,,Chino,CA,P1 | Class A | only a Facebook/booking/directory page | https://lil-rays-mobile-detailing.square.site/,,Car Detailers
Rojas Mobile Auto Detail,,+1-909-234-3026,,,Chino,CA,P1 | Class A | only a Facebook/booking/directory page | https://rojas-premium-mobile-auto-detail.square.site/,,Car Detailers
jdautodetails,,+1-909-837-5598,,"Chino, CA 91710, United States",Chino,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/jd_autodetails/profilecard/?igsh=NTc4MTIwNjQ2YQ==,,Car Detailers
A.S Mobile Detailing,,+1-951-454-7564,,,Corona,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.facebook.com/A.SMobileCarDetailing,,Car Detailers
SnapShine Auto Mobile Detailing,,+1-323-944-7868,,,Downey,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/snapshineauto_detail?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,,Car Detailers
24 Drip Auto Spa Detailing,,+1-909-775-0334,,"15835 Boyle Ave, Fontana, CA 92337, United States",Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://24-drip-auto-spa.square.site/,,Car Detailers
JB Precision Auto Detailing Services,,+1-909-710-1406,,,Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/jb_precision_auto/,,Car Detailers
Luxe Express Mobile Auto Detail,,+1-909-609-5272,,"15522 Ceres Ave, Fontana, CA 92335, United States",Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://luxe-express.square.site/,,Car Detailers
MKC AutoWerks,,+1-626-581-6477,,"9690 Cherimoya Dr, Fontana, CA 92335, United States",Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://book.squareup.com/appointments/zc5kgolymda1r7/location/LX928AWTA39MA,,Car Detailers
Moody's Mobile Detailing,,+1-559-339-4605,,,Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/moodymobiledetailing/?next=/,,Car Detailers
Mulgadoco,,+1-909-510-3816,,"9956 Cypress Ave, Fontana, CA 92335, United States",Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://panchoautocare.square.site/,,Car Detailers
OT7 Auto Detailing,,+1-909-346-6958,,,Fontana,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/ot7auto.detailing/,,Car Detailers
Quality 1 Detailing,,+1-562-450-8926,,,Hemet,CA,P1 | Class A | only a Facebook/booking/directory page | https://instagram.com/quality1detailing?igshid=YmMyMTA2M2Y=,,Car Detailers
Desert Shine mobile wash/detail,,+1-442-800-4573,,"8562 C Ave, Hesperia, CA 92345, United States",Hesperia,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.facebook.com/Desert-Shine-Mobile-Wash/Detail,,Car Detailers
El Guero’s Mobile Detailing,,+1-760-232-6185,,,Hesperia,CA,P1 | Class A | only a Facebook/booking/directory page | https://linktr.ee/elguerohd,,Car Detailers
First2none Wash & Detailing,,+1-442-414-8186,,,Hesperia,CA,P1 | Class A | only a Facebook/booking/directory page | https://first2none-washdetailing-102403.square.site/,,Car Detailers
JG Auto Detailing,,+1-760-628-9839,,,Hesperia,CA,P1 | Class A | only a Facebook/booking/directory page | https://linktr.ee/jgautodetailing?utm_source=qr_code,,Car Detailers
Mobile Detail HD,,+1-909-342-3625,,"17355 Darwin Ave, Hesperia, CA 92345, United States",Hesperia,CA,P1 | Class A | only a Facebook/booking/directory page | https://book.squareup.com/appointments/k6590qeiqxn0x8/location/74HDHBBSRRQVZ/services?fbclid=PAdGRleAO5YRRleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAacRrJMxv7XMJkdtofGMZWWHdi5uBQc-KNrkCr9Y2aqzJdfvdfonX29eBVZBmA_aem_-USeGCEB-EhUTsjQ5jmwKQ&utm_content=link_in_bio&utm_medium=social&utm_source=ig,,Car Detailers
