Business Name,Contact / First & Last Name,Phone,Email,Address,City,State / Province,Notes,Birthday,Industry
Pinpoint Mobile Detailing La Verne,,+1-909-323-7598,,"4749 Hale Ave, La Verne, CA 91750, United States",Pomona,CA,P4 | Class B | website has issues | https://joshp1928.wixsite.com/pinpoint-detailing,,Car Detailers
Reyes Automotive,,+1-626-862-9658,,"590 E Arrow Hwy, San Dimas, CA 91773, United States",Pomona,CA,P4 | Class B | website has issues | http://reyesautomotivedetailing.com/,,Car Detailers
Ventura Autodetailing,,+1-909-973-6687,,"1432 S Park Ave, Pomona, CA 91766, United States",Pomona,CA,P4 | Class B | website has issues | http://www.venturaautodetailing.com/,,Car Detailers
Axiom Detailing,,+1-737-260-2371,,,Rancho Cucamonga,CA,P4 | Class B | website has issues | https://detailappointments.com/,,Car Detailers
3D Auto Detail Supply Retail Store,,+1-661-425-0222,,"20655 Soledad Canyon Rd #1, Santa Clarita, CA 91351, United States",Santa Clarita,CA,P4 | Class B | website has issues | http://www.3dproducts.com/,,Car Detailers
3D Car Care,,+1-888-999-7627,,"26421 Ruether Ave, Santa Clarita, CA 91350, United States",Santa Clarita,CA,P4 | Class B | website has issues | https://www.3dproducts.com/,,Car Detailers
Detailer stop Inc Car Cleaning supplies,,+1-661-222-7778,,"26326 Bouquet Canyon Rd, Santa Clarita, CA 91350, United States",Santa Clarita,CA,P4 | Class B | website has issues | https://detailerstop.com/our-locations/,,Car Detailers
IDetailSCV,,+1-661-312-0370,,,Santa Clarita,CA,P4 | Class B | website has issues | https://www.idetailscv.com/,,Car Detailers
"Jmac's Auto Detailing - Mobile Auto Detailing, Ceramic Coating, & Paint Correction",,+1-661-459-4929,,"28015 Smyth Dr Suite 130, Valencia, CA 91355, United States",Santa Clarita,CA,P4 | Class B | website has issues | https://jmacsautodetailing.com/,,Car Detailers
Mobile Glow Detailing,,+1-661-417-7210,,,Santa Clarita,CA,P4 | Class B | website has issues | http://mobileglowdetailing.com/,,Car Detailers
Pristine Auto Care,,+1-661-755-1463,,"25845 Railroad Ave Unit 4, Santa Clarita, CA 91350, United States",Santa Clarita,CA,P4 | Class B | website has issues | https://www.pristineautocare.com/,,Car Detailers
"Danny's Waterless Mobile Car Wash, LLC",,+1-213-435-7050,,,Santa Monica,CA,P4 | Class B | website has issues | http://www.sparxdaddy.com/,,Car Detailers
